title,text,subject,date
Proyecto de ley busca declarar a la dinamita patrimonio cultural inmaterial del país,"El asambleísta menciona que se realizó esta propuesta porque estos son símbolos para los mineros por la importancia que han tenido a lo largo de su historia.,De acuerdo a una fotografía a la que accedió , este proyecto será tratado en la sesión ordinaria 86 de la Cámara de Senadores que se realiza este jueves 24 de marzo.,, contactó al senador Mamani, quien a tiempo de confirmar que entregó este documento, argumentó que tomó esta iniciativa porque estos dos objetos son parte de la historia y la lucha de los mineros contra las injusticias.,Resaltó que está en consideración y que tanto la Cámara de Senadores como de Diputados tomará la decisión de dar o no curso a este proyecto de ley.,En este momento se lleva a cabo la sesión ordinaria donde tratarán este proyecto de Ley. En el minuto 23630 de la transmisión en vivo se escucha que en la lectura del orden del día prevén abordar este tema,",Bolivian News,24/03/2022
"Tras una semana de la aprehensión, determinan detención domiciliaria para periodista acusado de hacer un meme","El abogado del periodista, Marcelo Valdez, confirmó a  que el juez ya dispuso que se le dé libertad. “Ya se ha determinado su libertad”, declaró el jurista, a tiempo de decir que la acción de libertad interpuesta por la defensa concluiría en unos minutos.,Muñoz fue aprehendido porque habría sido descubierto haciendo un meme sobre su directora. Aunque, la parte defensora indica que lo que en realidad pasó es que el periodista colocó el sello de falso al meme y cuando le mostró a Lafuente, ella le quitó el celular, llamó a la policía y lo acusó de ser el autor del contenido.,Puedes escuchar la declaración del abogado a continuación,,",Bolivian News,05/04/2022
Reyes Villa prometió cerrar el botadero de k’ara K’ara en seis meses y no cumplió,"El 7 de marzo de 2021 se llevaron a cabo las elecciones subnacionales, Reyes Villa participó de las mismas y se postuló a la Alcaldía de Cochabamba con la agrupación “Súmate”. El 10 de marzo aún no se tenían resultados oficiales, pero los sondeos en boca de urna de la empresa Ciesmori lo posicionaban como favorito con el 56.8% de la votación, es decir, era el alcalde virtual de los cochabambinos.,En esa misma fecha Reyes Villa fue entrevistado en el programa Buena Noche de Opinión, fue ahí donde le preguntaron qué haría respecto al problema de la basura, del botadero de k’ara k’ara y los bloqueos que se registran en el lugar. Reyes Villa dijo lo siguiente,“Ese es un tema fundamental, ese es un tema de fondo (…) nosotros ya lo estamos tratando. Hemos visto realmente hace mucho tiempo que se ha venido ofreciendo el cierre técnico del botadero, no se lo ha hecho. (…) Nosotros vamos a ver, ya tenemos varias alternativas para poder solucionar inmediatamente el tema, lo vamos a hacer, ten la seguridad. (…) En no menos de 6 meses va estar cerrado el botadero, el relleno sanitario y yo te digo, te estoy dando el tiempo inclusive, no menos de seis meses que es bastante rápido”.,La promesa fue de palabra y no figura en el plan de gobierno que presentó Súmate.,Reyes Villa asumió el mando de la alcaldía cochabambina el 3 de mayo de 2021, hasta la fecha pasaron más de 11 meses y el botadero de K’ara K’ara no se cerró.,Antonio Alaja quien es vecino del lugar dijo a  que el relleno sanitario continúa funcionando y a la vez expresó su molestia por esta situación. “El botadero está activo, los camiones de basura entran y salen todos los días, el olor a veces es inaguantable ya deberían de cerrarlo”, comentó.,Respecto a la promesa incumplida de Reyes Villa,El 10 de marzo del 2022 el secretario General de la Alcaldía, Henry Rico, dijo a Opinión que no se pudo cerrar el botadero por que el exalcalde, Iván Tellería, no entregó toda la información necesaria referida a k’ara K’ara y por ese motivo Reyes Villa solo sabía lo que decían los medios de comunicación sobre el tema.,Rico también dijo a dicho medio que se sigue trabajando respecto al cierre del relleno sanitario y que al ser un asunto que no solo involucra a la provincia de Cercado se coordinará la acción con la Gobernación de Cochabamba.",Bolivian News,14/04/2022
Veizaga sí afirmó que “hay muchos deportistas con escasos recursos y más talento”,"Esta declaración es verdadera y fue realizada por la autoridad el 25 de abril, después de la presentación de los atletas bolivianos que participarán en los Juegos Sudamericanos de la Juventud en Rosario-Argentina.,El equipo de  contactó a Deporte Total, quienes nos compartieron la nota completa que publicaron sobre la declaración de Veizaga, y también el video de cuando ella hace esta afirmación.,,En el minuto 116, a la consulta de ¿si se les hacen incómodas las manifestaciones de deportistas que expresan su malestar por la falta de apoyo de parte del Estado? Veizaga respondió lo siguiente,“Hemos escuchado de Ángela (Angélica Barrios) y del deportista Conrrado (Moscoso), son deportistas que han formado parte de nuestros programas nacionales. Hay muchos deportistas de escasos recursos en todo el país, con mucho más talento, con tal vez nuevas disciplinas. Todos son talentosos, todos son una prioridad para este Gobierno nacional”.,Antes de esta afirmación, la viceministra declaró que el año pasado se ayudó a la deportista Angélica Barrios con su indumentaria y pasajes, pero que esta gestión no fue así porque presentó su solicitud fuera del tiempo previsto.,“En este año, ella presentó a destiempo su solicitud para ser parte del Prodecom (Programa de Desarrollo del Deporte Competitivo), se le explicó que debe presentar con anticipación, cumplir con los cinco o seis requisitos que se tiene por parte del programa”.,Los raquetbolistas Angélica Barrios y Conrrado Moscoso ganaron el 14 de abril la medalla de oro en el campeonato Panamericano de Raquetbol que se jugó en la ciudad de Santa Cruz.,Tras su victoria, Barrios dijo que no recibió apoyo del Estado y Moscoso analiza representar a la Argentina o Colombia ante la falta de colaboración del Gobierno nacional.,El Viceministerio de Deportes publicó fotografías de los logros de ambos deportistas con el logo del Estado y las etiquetas o hashtag #EstamosSaliendoAdelante, #ConCapacidadYJuventud y #ViceministerioDeDeportes.,",Bolivian News,27/04/2022
: Max Mendoza es presidente de la CUB desde 2013,"El equipo de  indagó en páginas de la CUB, del Comité Ejecutivo de la Universidad Boliviana, del dirigente universitario y de medios de comunicación, constatando que el 16 de octubre de 2013, Mendoza fue posesionado como presidente de la Confederación,,En el post indican que fue elegido en el XXI Congreso Nacional de Universidades que fue realizado el 4 de octubre de 2013. Según informan, su mandato es hasta el año 2016.,A continuación, te mostramos registros de que ocupó este cargo ininterrumpidamente,2014,,2015,,2016,,2017,Desde la página de la Confederación Universitaria Boliviana, se informa que el 25 de enero de 2017 en la Universidad Autónoma Gabriel René Moreno de Santa Cruz fue realizado el XXXII Congreso de la CUB, donde se ratificó a Mendoza como presidente por el periodo de 2017-2020,,2018,,2019,,2020,,2021,Aunque según se informaba, su mandato debía durar hasta 2020, no se encontró registro de que en 2021 se haya realizado otro congreso para elegir nuevamente a las autoridades de la CUB.,Solo hay actividades donde Mendoza sigue apareciendo como máxima autoridad,,2022,El nombre de Max Mendoza llamó la atención luego de que la presidenta del Comité Cívico Potosinista (Comcipo), Roxana Graz, lo acusó de ser responsable indirecto de lo ocurrido en la Universidad Tomás Frías. Ello porque tiene intención de retrasar el congreso de universidades para permanecer en el cargo.,Mendoza involucrado en otros sucesos,En agosto de 2017, el entonces rector de la Universidad Mayor de San Andrés (UMSA) Waldo Albarracín Sánchez, pidió protección del Gobierno nacional, después  de registrarse hechos de vandalismo en la inauguración de la Confederación de Universidades en Trinidad.,Uno de los afectados fue el rector de la Universidad San Francisco Xavier de Chuquisaca Eduardo Rivero, quien fue agredido físicamente por personas que no identificó.,Albarracín acusó en ese entonces que los agresores eran miembros de bandas de delincuentes que querían forzar la elección de Max Mendoza.,“Nos perseguían en motocicletas porque quieren catapultar por la vía ilegal y por la fuerza al señor Max Mendoza como dirigente de la CUB, pero como esa decisión no es democrática, entonces, quienes observamos esa situación, estamos siendo objeto de acciones de amedrentamiento y golpizas”, denunció en ese entonces.,Otra denuncia en su contra fue realizada el 26 de julio de 2018 cuando Mendoza fue designado por el sistema universitario como su representante en el proceso de evaluación y calificación de los postulantes al cargo de fiscal general del Estado.,La observación la hicieron senadores de Unidad Nacional (UN), quienes indicaban que no se garantizaba la transparencia con Max Mendoza como representante del sistema universitario, tomando en cuenta que él es parte de la Coordinadora por el Cambio (Conalcam), bloque que agrupa a organizaciones sociales afines al Movimiento Al Socialismo (MAS).,En esa gestión, Juan Lanchipa Ponce fue designado como fiscal general del Estado.,En enero de este año, Mendoza fue acusado de acoso sexual verbalmente por una trabajadora, según consta en un programa de Radio Deseo.,,La CUB es una organización estudiantil que aglutina a las representaciones universitarias del país, la cual fue creada en el año 1928 bajo el nombre de Federación Universitaria Boliviana, según consta en su información institucional.",Bolivian News,12/05/2022
"Sí, Coca Cola deja de producir Mineragua y en su lugar crea Fanta Limón","Embotelladoras Bolivianas Unidas (Embol) que es la distribuidora oficial en el país de la marca Coca Cola dejó de comercializar Mineragua, y en su lugar, promociona el nuevo sabor de Fanta.,,Imágenes de Mineragua con alas y un rosón negro son compartidas en diferentes páginas y grupos de Facebook, donde se indica que es el “fin” de este refresco.,El equipo de  contactó a Gabriela Durán, asesora en comunicación de la empresa Medrano & Asociados, que se encarga del asesoramiento de imagen de Embol para consultar sobre esta información.,La profesional compartió a este medio un comunicado de la empresa, el cual aún no fue presentado públicamente,,En su comunicado, informa que a partir de mayo, dan la bienvenida a la nueva Fanta Limón, refresco que tendrá las mismas propiedades y sabor que Mineragua.,Embol asegura que la llegada de esta bebida representa una serie de ventajas a los consumidores, porque al estar en la gama de sabores de Fanta, se producirá en todas las presentaciones retornables y no retornables.,Mineragua solo se distribuía en dos tamaños, de 2 litros y de 600 ml.,¿Qué hay de Mineragua?,Se revisó el portal web y páginas oficiales en las redes sociales de Embol y no se encontró ningún informe sobre el presente o futuro del producto.,Sin embargo, un preventista de Embol confirmó que Mineragua fue reemplazada por Fanta Limón, indicando que el refresco ya no será producido.,Por todo lo expuesto, es cierto que Mineragua ya no es comercializada en el país y que en su lugar están distribuyendo Fanta Limón, que según la empresa, tiene el mismo sabor y propiedades.,La razón del cambio, según indica Embol, es que al ser de la gama de Fanta puede ser realizada en diferentes presentaciones y tamaños.,Con esta publicación, Embol comenzó desde principios de mes a promocionar el nuevo producto a los comerciantes,",Bolivian News,13/05/2022
"Google incorporó en su traductor el aymara, quechua y guaraní","La herramienta CrowdTangle detecta que 328 post se realizaron en los últimos tres días referentes a este contenido,,El equipo de  ingresó al Traductor de Google y comprobó que efectivamente ahora están los tres idiomas originarios,,¿Desde cuándo ocurrió esto?,El 11 y 12 de mayo se llevó a cabo el Google I/O 2022, evento donde la empresa presentó sus novedades en hardware, software, herramientas y desarrollo. Fue ahí donde Sundar Pichai, CEO de Google, anunció la incorporación de estos idiomas al Traductor a partir de esa fecha.,,Además de estos tres idiomas, se incluyó otros 21. Con estas incorporaciones, el Traductor ahora aloja un total de 133 idiomas de todo el mundo.,Esta incorporación fue celebrada por varias entidades como el Instituto Iberoamericano de Lenguas Indígenas (IALI) y el Fondo para el Desarrollo de los Pueblos Indígenas de América Latina y el Caribe (FILAC).,",Bolivian News,14/05/2022
Johnny Depp ganó el juicio por difamación contra Amber Heard,"Heard debe pagar una compensación de 15 millones de dólares a Depp. De estos, 10 millones serán por daños compensatorios y otros 5 por daños punitivos en el juicio, dice el veredicto.,Los abogados del Depp, alegaron en el tribunal que las acusaciones de violencia eran falsas y que la vida del actor quedó “arruinada” luego de la publicación, y pidieron US$50 millones por daños.,El juicio duró más de un mes de alegatos en un tribunal de Virginia en Estados Unidos.  A continuación puedes ver el veredicto completo,,Johnny Depp publicó una carta en su cuenta oficial de Instagram , refiriéndose al proceso “Acusaciones criminales falsas y muy serias fueron lanzadas contra mí por los medios de comunicación, aunque nunca implicaron cargos contra mí, pero todo eso ya había viajado por el mundo en un nanosegundo y tuvo un impacto sísmico en mi vida y mi carrera”, aseveró el actor.,,De la misma forma, Heard publicó en su cuenta oficial de Twitter su opinión sobre el veredicto, expresando su malestar e insinuando que influencias de Depp coadyuvaron en la determinación. A continuación mira la carta completa,",Bolivian News,01/06/2022
"Rusia lanzó su línea de gaseosas para reemplazar a Coca-Cola, Fanta y Sprite","Este dato se publicó en la página de Facebook “El Ceibo”  el 25 de mayo de 2022. También se difunde en grupos de WhatsApp.,La salida de Coca-Cola,El 8 de marzo de 2022, The Coca-Cola Company emitió un comunicado anunciando que suspendía sus actividades en Rusia. “Nuestros corazones están con las personas que están soportando los efectos inconcebibles de estos trágicos eventos en Ucrania. Continuaremos monitoreando y evaluando la situación a medida que evolucionen las circunstancias”, informaron.,El medio de comunicación de Rusia “The Moscow Times” informó que aún se pueden encontrar algunos productos de Coca-Cola en Rusia, pero que su precio se elevó en un 200%.,Ante esta situación, el 16 de mayo la empresa de bebidas Ochakovo anunció que lanzaría alternativas a la Coca-Cola, Fanta y Sprite. Las nuevas gaseosas se llaman CoolCola, Fancy y Street.,“Nos complace presentar tres nuevas bebidas cuyos sabores son familiares para todos. Los artículos nuevos tienen el sabor clásico de tus refrescos favoritos”, se lee en el sitio web de Ochakovo.,¿Son iguales en sabor?,El youtuber MrGoldenSun, a través de un video, comparó las seis bebidas para saber si los sabores son iguales o no.  Su conclusión fue que existe una mínima diferencia.,",Bolivian News,02/06/2022
: museo cruceño se suma al Mes del Orgullo LGBT,"Junio es el Mes del Orgullo, cuando las comunidades LGBT del mundo se unen y celebran la libertad de ser ellas mismas.  Las reuniones que se realizan alrededor del Orgullo LGBT tienen sus raíces en la ardua historia de grupos minoritarios que han luchado durante décadas para superar prejuicios, discriminación e incluso violencia física.,La fotografía que se viraliza,En la imagen se observa a una persona junto a balcones de una fachada antigua de Santa Cruz de la Sierra, misma que corresponde al Museo Altillo Beni. En la parte superior, cerca a las tejas, se ven banderas que son alternadas de manera uniforme a cada metro de distancia aproximadamente, las mismas corresponden a la de arcoíris (comunidad LGBTI) y a la de tonos celestes, rosas y blancos (comunidad transgénero)., realizó la revisión de este contenido debido a su viralidad. Se corroboró que el lugar de la imagen corresponde al mencionado museo. A través de Google Maps, se localizó la vista del lugar y se constató que la fotografía compartida sí corresponde a las afueras de la casa de arte, dado que coincide la estrecha acera, así como desnivel peatonal del museo, aún cuando la vista de Google Maps corresponden a enero de 2015, momento en que el lugar se encontraba en refacción por el Gobierno Autónomo Municipal de Santa Cruz de la Sierra.,,Del mismo modo, en la ubicación que el museo tiene en Google Maps cuenta con imágenes emitidas por usuarios, mismas que coinciden con la vista de la parte exterior y que son correspondientes con la imagen difundida en WhatsApp.,,Adicionalmente, tomamos contacto con Benicia Chávez, jefa del Departamento de Patrimonio del Museo de la Ciudad Altillo Beni, quien aseguró que la imagen es real y que el museo se encuentra utilizando las mismas como símbolo de apoyo a dichas comunidades.,Asimismo, Chávez nos proporcionó un cronograma de las actividades programadas que el museo tiene a partir del jueves 9 hasta el jueves 30 de junio por el Mes del Orgullo LGBTI, confirmando con esto que el espacio se suma en apoyo al Mes del Orgullo que acaba de empezar.,",Bolivian News,03/06/2022
: la mantención de carreteras que exigió Cuatro Cañadas es competencia de la Gobernación de Santa Cruz,"Duda Anzoátegui/Asuntos Centrales,El ministro de Obras Públicas, Servicios y Vivienda del Estado Plurinacional de Bolivia, Edgar Montaño se pronunció el pasado 27 de mayo acerca de los bloqueos ocurridos en Cuatro Cañada la semana pasada. Allí, Montaño dijo que el gobernador tiene “absoluta responsabilidad” del pedido del Municipio de Cuatro Cañadas acerca del mantenimiento y construcción de la carretera que une Santa Cruz y Beni.,Montaño asegura que la construcción y mantención de los caminos Cuatro Cañadas-Puerto Banegas, Conchas-Las Cachas y Puerto Rico-Nuevo Palmar son competencias del Gobierno Departamental de Santa Cruz, esta afirmación es verdadera, está estipulado en la ley.,En una anterior oportunidad, el ministro de Obras Públicas señaló las tuiciones de la gobernación haciendo referencia al bloqueo en San Julián, anterior al bloqueo en Cuatro Cañadas, citando lo siguiente de la Constitución Política del Estado (CPE),Con el siguiente extracto de la CPE, el ministro señala que el pedido del Municipio de Cuatro Cañadas de mantención y pavimentación de los caminos departamentales Cuatro Cañadas-Puerto Banegas, Conchas-Las Cachas y Puerto Rico-Nuevo Palmar serían tuición de la Gobernación de Santa Cruz ya que pertenecen a la Red Departamental.,Margarita Medina, encargada de comunicación en La Asociación Boliviana de Carreteras Regional Santa Cruz, en una llamada telefónica nos señaló que los trechos mencionados en el pliego petitorio de parte del Municipio de Cuatro Cañadas no corresponden a la Red Vial Fundamental de Bolivia, por ende a ellos no les compete dicha petición, sino directamente a la Gobernación de Santa Cruz.,Por otra parte, nos contactamos con Hugo Sosa Arreaza, ex secretario general interino de la Gobernación de Santa Cruz, quien confirmó que le corresponde a la Gobernacón de Santa Cruz el mantenimiento de los caminos que conectan la carretera Santa Cruz con Beni, sin embargo, especificó que el presupuesto no alcanzaría para asfaltar dichos trechos, ya que los ingresos del cobro de peaje serían escuetos.,En una anterior nota, se especificó las diferencias entre la Red Fundamental y Departamental, quiénes son responsables de éstas y cómo identificarlas.,Leela aquí ¿A quién le compete la elaboración y administración de las carreteras?,Red Fundamental Responsabilidad del Servicio Nacional de Caminos.\n\nCorresponde a la Red Fundamental,Red Departamental Responsabilidad de las Prefecturas a través de los Servicios Departamentales de Caminos.\n\nCorresponde a la Red Departamental,Para corroborar esta información, Asuntos Centrales se comunicó con el Director del Sistema Departamental de Caminos en Santa Cruz (SEDCAM), preguntándole si los trechos de Cuatro Cañadas-Puerto Banegas, Conchas-Las Cachas y Puerto Rico-Nuevo Palmar eran tuición de SEDCAM y respondió que sí, que los trechos mencionados eran parte de las competencias de Caminos Santa Cruz.,¿Qué opina la Gobernación de Santa Cruz?,Luis Fernando Camacho, Gobernador de Santa Cruz, se pronunció mediante la página de la Gobernación de Santa Cruz el pasado 30 de mayo, calificando al bloqueo y demandas de Cuatro Cañadas como un plan masista para desestabilizar Santa Cruz, también señaló que los puntos del pliego petitorio son de carácter imposible y de competencia nacional.,Por su parte, Alejandra Serrate señaló en una entrevista con Asuntos Centrales, que “lo que no se puede hacer como Gobernación no es falta de criterio o falta de voluntad política” sino más bien se trata de una falta de fuerza económica. También indicó que se necesita de un financiamiento externo que requeriría de un compromiso por parte del Gobierno Nacional para poder cambiar la capacidad de endeudamiento de la institución.,Actualidad,Después de 5 días de bloqueo de la carretera que conecta Santa Cruz con el departamento del Beni, la gobernación de Santa Cruz a la cabeza de Luis Fernando Camacho, firmó un acuerdo con los dirigentes de Cuatro Cañadas el pasado 4 de junio.\n\nEl pliego petitorio presentado por Hugo Gutiérrez, alcalde de Cuatro Cañadas junto a representantes de organizaciones sociales del municipio, será atendido por la gobernación por compromiso, así indica el acuerdo final.,",Bolivian News,10/06/2022
"Ni el presidente, ni el nuevo ministro de Planificación del Desarrollo juraron con el puño levantado","Tras la posesión del nuevo ministro de Planificación del Desarrollo Sergio Armando Cusicanqui Loayza, en diferentes redes sociales circularon publicaciones donde se afirma que tanto el presidente del Estado Luis Arce Catacora como la nueva autoridad, no realizaron el juramento con el brazo en alto, como acostumbran los miembros afines al Movimiento Al Socialismo (MAS). Este dato es .,Entre las personas que realizaron esta apreciación está el exdiputado Amilcar Barral Cabero quien afirmó lo siguiente, revisó este contenido. Indagamos las transmisiones del acto de posesión de Sergio Armando Cusicanqui, donde evidentemente se aprecia que ninguna de las autoridades mencionadas levanta el puño izquierdo.,Durante el minuto 403 de la transmisión en vivo que realizó la página oficial del Ministerio de Medio Ambiente y Agua en Facebook, se puede observar el momento en que el presidente procede con el juramento del nuevo ministro,,En el video, se aprecia que el nuevo ministro levanta la mano derecha realizando la señal religiosa de la cruz, mientras que el presidente del Estado lleva la mano derecha al pecho. Tras un minuto de este acto, durante el 506, el presidente Luis Arce felicita a su nuevo ministro y finaliza el juramento.,También encontramos que desde la página oficial del presidente Luis Arce en Facebook fueron publicadas imágenes referentes al acto, donde también se aprecian dichas expresiones durante el juramento,,El simbolismo del puño levantado,Este es un símbolo adaptado en el mundo por los movimientos de tendencia izquierdista. Son diferentes las versiones de su uso, pero se  atribuye a la Revolución Rusa de 1917 o incluso al movimiento obrero del siglo XIX. La primera noticia de su uso como saludo formal es de la década de 1920 en Alemania, cuando lo adoptó la Rotfrontkämpferbund (Liga de Combatientes del Frente Rojo).,La Rotfrontkämpferbund era el grupo paramilitar y uniformado que hacía de brazo armado del Partido Comunista de Alemania (KPD). Fue formado el 18 de julio de 1924 y junto al Sturmabteilung (el escalón de asalto del Partido Nazi, más conocido por las siglas SA) se convirtió en uno de los elementos más violentos y desestabilizadores de la República de Weimar.,El puño cerrado agarrando una rosa sigue siendo el logo de la Internacional Socialista, a la cual diferentes partidos de tendencia de izquierda están afiliados.,En Bolivia este símbolo fue utilizado desde la primera gestión del expresidente Evo Morales Ayma en 2006 para cantar el Himno Nacional y después, fue utilizado para que  militantes del Movimiento Al Socialismo (MAS) y autoridades juren antes de ser posesionadas.,“Esto que levantamos el puño izquierdo en alto con la mano derecha en el corazón, no es del partido del MAS, como el movimiento indígena valoraron un 6 de agosto de 2006, o, 2007 decían esta representa la lucha, la rebelión contra el colonialismo interno y externo, la revolución hoy y ahora, la descolonización, pero de todo corazón, por la patria eso representa y no representa al MAS, porque esa es la lucha histórica”, fueron los argumentos del expresidente Evo Morales en 2012 sobre el uso de este símbolo.,Luis Arce siempre ha jurado de la misma manera,Revisamos la forma en la que Luis Arce Catacora juraba antes de ser presidente de Bolivia (recordemos que fue ministro de Economía y Finanzas Públicas en las tres gestiones de Evo Morales) encontramos que el actual presidente siempre ha jurado sin levantar el puño izquierdo como se puede ver a continuación,2017 cuando Morales lo ratifica como ministro de Economía,,2019 Morales lo vuelve a posesionar como ministro,,2020 asume la presidencia de Bolivia,",Bolivian News,11/06/2022
Tigo se retracta: La doble carga de Tigo se podrá utilizar para comprar paquetes de internet,"El antiguo comunicado estaba publicado en la página oficial de Tigo, en el área de “Legales” y decía,“Telecel S.A., informa que, desde el 30 de junio de 2022, el crédito asignado por el servicio Elige tu día doble carga tendrá una vigencia de 30 días calendario y luego vence (expira). El usuario no podrá utilizar este crédito con otros servicios complementarios de Telecel o comprar paquetigos u ofertas, cuyas características no permitan su uso”.,,Este comunicado fue archivado y se puede ver haciendo clic aquí.,Esta decisión acarreó una serie de críticas de los usuarios quienes señalaron como “tremendo error de Tigo” la medida. En menos de 20 horas la publicación se compartió 153 veces y según la herramienta de análisis digital CrowTangle, obtuvo un alcance potencial de 39.079 usuarios.,,El comunicado también fue publicado por otros usuarios y en otras páginas de Facebook. Asimismo, con el anuncio se hizo un video en TikTok que fue difundido el 28 de junio y que en menos de 20 horas fue visto más de 250.700 veces.,,Video publicado en TkTok.,Durante las últimas horas Tigo se retractó y emitió un nuevo comunicado que señala lo siguiente,“Fe de Erratas. En relación al comunicado del 27 de junio del presente, Telecel S.A., informa que, desde el 30 de junio de 2022, el crédito asignado como beneficio del servicio “elige tu día doble carga tendrá una vigencia de 30 días calendario y luego vence (expira). La vigencia del beneficio no consumido se renueva cuando el usuario activa nuevamente el servicio Elije tu día doble carga y recarga antes de los 30 días. (…) Las  demás características del servicio se mantienen”.,,El nuevo comunicado también fue archivado y se puede ver haciendo clic aquí.,La doble carga de Tigo consiste en duplicar todo el crédito recargado, hasta Bs. 200, a líneas pre pago, post pago Sin Límite y Fácil Sin Límite.,,*La versión original de esta nota se emitió el 29 de junio de 2022, Tigo desistió de su disposición al día siguiente, el 30 de junio de 2022.",Bolivian News,29/06/2022
: Estados Unidos ofreció 15 millones de dólares por la captura de Nicolás Maduro,"Además del logo de la DEA, la imagen tiene tres fotografías de Maduro junto al siguiente o,Estos datos fueron rastreados y se comprobó que figuran en el sitio web oficial del Departamento de Estado de los Estados Unidos.,Dicha instancia publicó los datos en su sitio web el 26 de marzo de 2020. Asimismo, acusó a Maduro de ayudar a administrar una organización narcotraficante venezolana llamada “el Cartel de los Soles”.,“Maduro negoció cargamentos de varias toneladas de cocaína producida por las FARC; ordenó al Cartel de los Soles que proporcionara armas de grado militar a las FARC (Fuerzas Armadas Revolucionarias de Colombia). (…) CAoordinó las relaciones exteriores con Honduras y otros países para facilitar el tráfico de drogas a gran escala; y solicitó asistencia de los líderes de las FARC para entrenar a un grupo de milicianos no autorizados que funcionaba, en esencia, como una unidad de las fuerzas armadas para el Cartel de los Soles”.,Esa es parte de la denuncia que se lee en el sitio web del Departamento de Estado de los Estados Unidos. A la vez se indica que cualquier persona que tenga información que ayude a la captura de Maduro y se encuentre fuera de los Estados Unidos debe comunicarse con la Embajada o Consulado estadounidense más cercano.,“Comuníquese con la DEA al +1-202-681-8187 (teléfono/whatsapp/señal) o por correo electrónico a CartelSolesTips@usdoj.gov”, indican en su página web.,El 29 de septiembre de 2021, el medio colombiano Semana informó que los Estados Unidos reiteró la recompensa de 15 millones de dólares por información que ayude a la captura de Maduro. Asimismo, comentaron que se lo acusa por cuatro cargos que son “Narcoterrorismo, conspiración para importar cocaína, por posesión de armas y por conspiración para poseer armas”.,Aún con vigencia,La responsable de prensa de la embajada de Estados Unidos en Bolivia, Olga Palma, comentó a  que la recompensa por brindar datos que ayuden a la captura de Maduro continua vigente. Haciendo clic aquí podrá ver la lista de personas que son buscadas por el Programa de Recompensas de Narcóticos estadounidense.,¿Qué dijo Maduro cuando se enteró?,Respondió al gobierno estadounidense indicando que la acusación que se le hacía era vulgar, a la vez llamó “miserable” al entonces presidente, Donald Trump.\n\n“El gobierno de Donald Trump en una acción extravagantemente extremista, vulgar, miserable lanzó un conjunto de acusaciones falsas. Como unos cowboy (vaqueros) racistas del siglo XIX le ponen precio a la cabeza de unos revolucionarios que estamos dispuestos a combatirlos en todos los terrenos”, expresó en una conferencia de prensa en marzo de 2020.,",Bolivian News,30/06/2022
Promociones Gloria nombró jurados de Miss Bolivia 2022 a Gabriela Zegarra y Alejandro Pinedo,"Se encontró esta información publicada  este 15 de julio a las 949 en la fanpage de nombre Bolivia Social.,El post es el siguiente,,Como se observa, además de informar que ambos personajes serán jurados, también se menciona que serán acompañados por el artista plástico Roberto Mamani Mamani.,Hasta el momento de realizar esta verificación, el post tuvo 2.9 mil reacciones, 274 comentarios y fue 16 veces compartido, pero ¿es real?,La respuesta es sí. En la página oficial de Promociones Gloria en Facebook publicaron esta información el 15 de julio en la mañana,,,Como se puede observar, tanto Mamani Mamani, como los dos presentadores aparecen como jurados del certamen.,Tanto Zegarra como Pinedo lo confirmaron en historias publicadas en sus cuentas de Instagram,,La maquilladora Gabriela Zegarra compartió la imagen difundida por Promociones Gloria para dar la noticia. En cambio, Alejandro Pinedo publicó un video donde daba a conocer esta información, aquí puedes ver lo que dijo el joven comunicador.,La elección de Miss Bolivia 2022 será realizada el próximo 16 de julio en la ciudad de Santa Cruz.",Bolivian News,15/07/2022
"El concejal de El Alto, Rogelio Maldonado, agradeció a Eduardo Abaroa por la revolución de 1809","La declaración del presidente del Concejo de El Alto fue,La transmisión íntegra del acto se encontró en la fanpage oficial del concejal de El Alto Cristhian Estévez, ahí se puede escuchar a Maldonado decir esta frase en el minuto 1835.,,Por otra parte, en la página de Facebook oficial del presidente del Consejo alteño está su declaración, pero editada para que en lugar de decir “Eduardo Abaroa”, diga “Pedro Domingo Murillo”.,Puede verlo a continuación,,Algunas medios digitales como Urgente.bo y Radio Capital Riberalta 88.7 han compartido el fragmento de esta declaración de la autoridad alteña. El equipo de  encontró el contenido publicado en Tik Tok por el usuario elmamanibolivia.,Eduardo Abaroa es un héroe de Bolivia recordado por liderar a un grupo de bolivianos que hicieron frente al Ejército chileno que invadió el país para apropiarse de Antofagasta en el año 1879.,Setenta años antes, el 16 de julio de 1809, Pedro Domingo Murillo encabezó la revolución contra los españoles. En 1810, el protomártir de la independencia de La Paz, fue llevado a la horca y antes de morir dijo",Bolivian News,15/07/2022
"Los militares ya no recibirán la lactancia en efectivo, sino que será en especie como los demás ciudadanos","Con fecha del 21 de julio de 2022, fue publicado el comunicado por medio de la página oficial de la institución en Facebook el cual indica,Facebook\n\narchived 21 Jul 2022 164112 UTC,El Servicio de Desarrollo de las Empresas Públicas Productivas (Sedem) reconoció que las esposas de los militares recibían subsidio hasta antes del comunicado de la institución. La gerente de Subsidios y Articulación Productiva Melisa Ábalos en una entrevista en RTP dijo que no podía explicar esta hecho porque la normativa para los militares era diferente., intentó tomar contacto con el Ministerio de Defensa para saber sobre esta decisión; sin embargo, no contestaron nuestras llamadas telefónicas, ni nuestros mensajes por WhatsApp.",Bolivian News,21/07/2022
